lyrics_string,genre_class
"Can't keep my hands to myself\nThink I'll dust 'em off, put 'em back up on the shelf\nIn case my little baby girl is in need\nAm I coming out of left field?\n\n\nOoh woo, I'm a rebel just for kicks, now\nI been feeling it since 1966, now\nMight be over now, but I feel it still\nOoh woo, I'm a rebel just for kicks, now\nLet me kick it like it's 1986, now\nMight be over now, but I feel it still\n\n\nGot another mouth to feed\nLeave it with a baby sitter, mama, call the grave digger\nGone with the fallen leaves\nAm I coming out of left field?\n\n\n...\n\n\n",C20
"There goes my heart beating\n'Cause you are the reason\nI'm losing my sleep\nPlease come back now\n\nThere goes my mind racing\nAnd you are the reason\nThat I'm still breathing\nI'm hopeless now\n\nI'd climb every mountain\nAnd swim every ocean\nJust to be with you\nAnd fix what I've broken\nOh, 'cause I need you to see\nThat you are the reason\n...\n\n\n",C14
"No one wants to stay at home\nNobody wants to be alone\nWhen you come knocking, I'll be at your door\nI don't ever wanna stop\nI'm gonna give it all I've got\nAnd when they ask me, who could ask for more?\n\nCan't stand still\nI won't slow down\n\nWhen I go out, I wanna go out dancing\nAh-ah-ah-ah, ah-ah-ah-ah\nWhen I go out, I wanna go out dancing\nAh-ah-ah-ah, ah-ah-ah-ah\nI wanna go out dancing\n\nI wanna go out\nI wanna go out, dancing\n\nThis is where I wanna be with you\n...\n\n\n",C14
"You are my fire\nThe one desire\nBelieve\nWhen I say\nI want it that way\n\nBut we are two worlds apart\nCan't reach to\nYour heart\nWhen you say\nI want it that way\n\nTell me why\nAin't nothing but a heartache\n...\n\n\n",C17
"In your eyes, there's a heavy blue\nOne to love and one to lose\nSweet divine, a heavy truth\nWater or wine, don't make me choose\n\nI wanna feel the way that we did that summer night\nNight (ah-ah)\nDrunk on a feeling, alone with the stars in the sky\n\nI've been running through the jungle\nI've been running with the wolves\nTo get to you, to get to you\n\nI've been down the darkest alleys\nSaw the dark side of the moon\nTo get to you, to get to you\n\nI've looked for love in every stranger\nTook too much to ease the anger\nAll for you, yeah, all for you\n\nI've been running through the jungle\nI've been crying with the wolves\nTo get to you\nTo get to you, oh, to get to you\n\n•••\n...\n\n\n",C14
"Alright\nOh, yeah\n\nI'll admit, I was wrong, what else can I say, girl?\nCan't you blame my head and not my heart?\nI was drunk, I was gone, that don't make it right, but\nPromise there were no feelings involved, mmh\n\nShe said, Boy, tell me honestly,\nwas it real or just for show? (Yeah)\nShe said, Save your apologies, baby, I just gotta know...\n\nHow long has this been goin' on?\nYou've been creepin' 'round on me while you're callin' me baby\nHow long has this been goin' on?\nYou've been actin' so shady, I've been feelin' it lately, baby\n\nOh, yeah\nOh, encore\nOh, oh\n\n...\n\n\n",C14
"I think that I'll keep loving you, way past sixty-five\nWe made a language for us two, we don't need to describe\nEvery time you call on me, I drop what I do\nYou are my best friend and we've got some shit to shoot\n\nDo you wanna meet me at the bar? (ya)\nDo you wanna meet me at the lounge? (ya)\nDo you wanna meet me in the club? (ya)\nDo you wanna meet me downtown? (okay)\nDo you wanna meet me in the east? (ya)\nDo you wanna meet me in the west? (ya)\nDo you wanna meet me on the block? (ya)\nDo you wanna meet me at the spot? (okay)\n\nI think that I'll keep loving you, way past sixty-five\nWe made a language for us two, we don't need to describe\nEvery time you call on me, I drop what I do\nYou are my best friend and we've got some shit to shoot\n...\n\n\n",C17
"Just like in the movies\nIt starts to rain\nWe're the broken beauties\nBlindfolded minds collide and we fall\nWhen the curtain drops\nOur touch is just a touch\nNot like in the movies\nOur stories after the end\nLike strangers\nPerfect pretenders\nWe're falling head over heels\nFor something that it ain't real\nIt could never be us\nHey, just you and I\nStrangers\nPerfect pretenders\nWe're falling head over heels\nFor something that it ain't real\nIt could never be us\nHey, just you and I\nMemories in photos\nToo easy to rewrite\n...\n\n\n",C14
"Take a seat\nRight over there, sat on the stairs\nStay or leave\nThe cabinets are bare, and I'm unaware\nOf just how we got into this mess\nGot so aggressive\nI know we meant all good intentions\n\nSo pull me closer\nWhy don't you pull me close?\nWhy don't you come on over?\nI can't just let you go\n\nOh, baby\nWhy don't you just meet me in the middle?\nI'm losing my mind just a little\nSo why don't you just meet me in the middle?\nIn the middle\n\nBaby\nWhy don't you just meet me in the middle?\nI'm losing my mind just a little\nSo why don't you just meet me in the middle?\n...\n\n\n",C17
"Did you take a wrong turn to pass me by\nOr did you mean to walk past and catch my eye\nCos you were acting kind a shy\nThen I took a chance and asked yo out for a month\nWe circled roundabouts\nI was falling faster\nThan the speed of light\n\nSo last night when I saw you out\nIn another Man's arms\nIt cut like a knife\n\nNow I'm standing here alone\n...\n\n\n",C14
"We burned and we bled\nWe try to forget\nBut the memories left are still haunting\n\nThe walls that we built\nFrom bottles and pills\nWill swallow until we're not talking\n\nI, I am a man on fire\nYou, a violent desire\n\nWhat a dangerous night to fall in love\nDon't know why we still hide what we've become\n\nDo you wanna cross the line?\nWe're running out of time\nA dangerous night to fall in love\n...\n\n\n",C20
"Yeah, I'd rather be a lover than a fighter\n'Cause all my life, I've been fighting\nNever felt a feeling of comfort\nAll this time, I've been hiding\n\nAnd I never had someone to call my own, oh nah\nI'm so used to sharing\nLove only left me alone\nBut I'm at one with the silence\n\nI've found peace in your violence\nCan't show me there's no point in trying\nI'm at one, and I've been quiet for too long, oh\n\nI've found peace in your violence\nCan't show me there's no point in trying\n...\n\n\n",C17
"I know you, I know you\nI know you, I know you\nI know you, I know you\n\nThis gonna be a heavy night\nWay too many drinks, ain't even started\nNever need to apologize\nWe already know we're far from perfect\nI fall to the curb\nYou laugh 'til it hurts\nWho cares we've been here so many times\n\nBut we're all stumbling through the night\nIt doesn't matter, we're all together\nAnd there's paradise in our minds\nFalling together, arms round each other\nI know you, know me too\nWe're all stumbling through the night\nBut it's paradise in our minds\n\n...\n\n\n",C17
"Something about the way that you\nWalked into my living room\nCasually and confident\nLookin' at the mess I am\nBut still you\nStill you want me\n\nStress lines and cigarettes\nPolitics and deficits\nLate bills and overages\nScreamin' and hollerin'\nBut still you\nStill you want me\n\nOhhh, I always let you down\nYou're shattered on the ground\nBut still I find you there\nNext to me\nAnd ohhh, stupid things I do\nI'm far from good, it's true\nBut still I find you\n...\n\n\n",C20
"We're not a movie with written lines\nStill we're chasing the perfect pretty lie\nWhere are you going?\nWhat do you try to find?\n\nLike it's greener on the other side\nIt's like we're stressing out to find some peace of mind\nIt's a story of our time\n\nOh will you stay with me\nOr chase another dream\nIn this heartbreak century\nIt's more than way too fast\nCan lovers ever last?\nIn this heartbreak century\n\nBetween the future and the past\n...\n\n\n",C14
"I found a love for me\nOh darling, just dive right in and follow my lead\nWell, I found a girl beautiful and sweet\nOh, I never knew you were the someone waiting for me\n\n'Cause we were just kids when we fell in love\nNot knowing what it was, I will not give you up this time\nBut darling, just kiss me slow, your heart is all I own\nAnd in your eyes, you're holding mine\n\nBaby, I'm dancing in the dark with you between my arms\nBarefoot on the grass, listening to our favorite song\n...\n\n\n",C14
"Something must've gone wrong in my brain\nGot your chemicals all in my veins\nFeeling all the highs, feeling all the pain\nLet go on the wheel, it's the bullet lane\nNow I'm seeing red, not thinking straight\nBlurring all the lines, you intoxicate me\n\nJust like nicotine, heroin, morphine\nSuddenly, I'm a fiend and you're all I need\nAll I need, yeah, you're all I need\n\nIt's you, babe\nAnd I'm a sucker for the way that you move, babe\nAnd I could try to run, but it would be useless\nYou're to blame\nJust one hit of you, I knew I'll never be the same\nIt's you, babe\nAnd I'm a sucker for the way that you move, babe\nAnd I could try to run, but it would be useless\nYou're to blame\n...\n\n\n",C14
"Falling too fast to prepare for this\nTripping in the world could be dangerous\nEverybody circling is vulturous\nNegative, Nepotist\n\nEverybody waiting for the fall of man\nEverybody praying for the end of times\nEverybody hoping they could be the one\nI was born to run, I was born for this\n\nWhip, whip\nRun me like a race horse\nHold me like a rip cord\nBreak me down and build me up\nI wanna be the slip, slip\nWord upon your lip, lip\nLetter that you rip, rip\nBreak me down and build me up\n\nWhatever it takes\nCause I love the adrenaline in my veins\nI do whatever it takes\nCause I love how it feels when I break the chains\nWhatever it takes\nYa take me to the top, I'm ready for\nWhatever it takes\n...\n\n\n",C20
"Feels like we're on the edge right now\nI wish that I could say I'm proud\nI'm sorry that I let you down\nLet you down\nAll these voices in my head get loud\nI wish that I could shut them out\nI'm sorry that I let you down\nL-l-let you down\n\nYeah, I guess I'm a disappointment\nDoing everything I can, I don't wanna make you disappointed\nIt's annoying\nI just wanna make you feel like everything I ever did wasn't ever tryna make an issue for you\nBut, I guess the more you\nThought about everything, you were never even wrong in the first place, right?\nYeah, I'ma just ignore you\nWalking towards you, with my head down, lookin' at the ground, I'm embarrassed for you\nParanoia, what did I do wrong this time? That's parents for you\nVery loyal?\nShoulda had my back, but you put a knife into my hands before\nWhat else should I carry for you?\nI cared for you, but\n\nFeels like we're on the edge right now\nI wish that I could say I'm proud\nI'm sorry that I let you down\nL-l-let you down\nAll these voices in my head get loud\nI wish that I could shut them out\nI'm sorry that I let you down\n...\n\n\n",C18
"We were on fire\nI slashed your tires\nIt's like we burned so bright, we burned out\nI made you chase me\nI wasn't that friendly\nMy love, my drug, we're fucked up, oh\n\n'Cause I've been on the run so long, they can't find me\nYou waken up to remember I'm pretty\nAnd when the chemicals leave my body\nYeah, they're gonna find me in a hotel lobby\n'Cause mmm tough\nTimes they keep coming, all night\nLaughing and fucking\nSome days I can barely breathe\nAfter we were high on the love\nDon't doubt it was you\n\nThe pill I keep taking\nThe nightmare I wake in\nThere's nothing, no nothing, nothing but you\nMy perfect rock bottom\nMy beautiful trauma\nMy love, my love, my drug, oh\n...\n\n\n",C14
"Fifth floor, lorimer apartment above the warehouse\nThe Hasidic landlord checks on the rent\nNeon lights shining off of the bodega\nIt's been weeks since I got up outta bed\n\nPushed her farther for nothing but the silence\nSometimes it's nice to just be alone\nUp and down, trip the rock around the dive\nAnd sometimes it skins me down to the bone\n\nOnce in a lifetime\nWake the dead, end dreamer, the angel, the sinner, the saint\nOnce in a lifetime\nDealer's got 21, that's Brooklyn or maybe it's fate\nOnce in a lifetime\nYou put the handgun down the bag down and give it away\nOnce in a lifetime\nGot your eyes wide open the moment that you could be saved\n\nBlue sun rising, awake at 11: 30\nWith a headache that's been pounding for months\nSomething is different, a hot indian summer\nThe body's waking up in the trunk\n...\n\n\n",C20
"Yo, Big Shaq, the one and only\nMan's not hot, never hot\nSkrrat (GottiOnEm), skidi-kat-kat\nBoom\n\nTwo plus two is four\nMinus one that's three, quick maths\nEveryday man's on the block\nSmoke trees (ah)\nSee your girl in the park\nThat girl is a uckers\nWhen the ting went quack-quack-quack\nYou man were ducking (you man ducked)\nHold tight, Asznee (my brudda)\nHe's got the pumpy (big ting)\nHold tight, my man (my guy)\n\nHe's got the frisbee (shew)\nI trap, trap, trap on the phone\nMovin' that cornflakes\nRice Krispies\nHold tight, my girl Whitney (my G)\nOn, on, on, on, on the road doin' ten toes\nLike my toes (like my toes)\n\nYou man thought I froze\nI see a peng girl, then I pose (chilin')\nIf she ain't on it, I ghost\nHah, look at your nose (check your nose, fam)\nYou donut\nNose long like garden hose\n\nI tell her man's not hot\n\nI tell her man's not hot\n...\n\n\n",C18
